AuthorID,Author,Date,Content,Attachments,Reactions
585892620706775079,boomlay,11/29/2022 4:58 PM,Who would have thought that 😆,,
536921929932603412,xamy9000,11/29/2022 4:59 PM,any reason why you're printing m_LogsStored instead of new_log_count ?,,
585892620706775079,boomlay,11/29/2022 5:00 PM,"For my debugging purposes, m_LogStored is enough. The Prints will be removed.",,
536921929932603412,xamy9000,11/29/2022 5:08 PM,"hm, that is weird. tried calling countlogs a bit later?",,
536921929932603412,xamy9000,11/29/2022 5:09 PM,also is there something missing here?,https://cdn.discordapp.com/attachments/492295576470290433/1047182432257982575/image.png,
600793545594634241,kpro1982,11/29/2022 5:10 PM,"As the above could not compile, you  are probably not compiling the correct code somehow....if you use workbench to compile that happens when you didn't save first! I used to do that all the time until I learned how to keybind save and compile.",,
600793545594634241,kpro1982,11/29/2022 5:12 PM,Zedmag's standard advice here is add in some garbage that can't compile and then try to compile.,,
585892620706775079,boomlay,11/29/2022 5:15 PM,"A missing "";"" is no big Problem... you just get a friendly hint in the script log. But it's still working.
`SCRIPT    (W): @""bl_specials\scripts\4_World/entities\itembase\bl_logstorage.c,38"": Missing ';' at the end of line`",,
561680015578759196,wrdg,11/29/2022 5:16 PM,"why don't you just do something like this?
```cs
int count;
array<EntityAI> children = {};
GetInventory().EnumerateInventory(InventoryTraversalType.LEVELORDER, children);
foreach (auto item : children)
{
    if (!GetInventory().HasAttachment(item))
        continue;

    if (item.GetType() != ""WoodenLog"")
        continue;

    count++;
}
```",,
585892620706775079,boomlay,11/29/2022 5:22 PM,"Because I see `GetInventory().EnumerateInventory...` for the first time 🤔
You don't find that very often in the vanilla script files either... but that would be much leaner.

What is the difference between LEVELORDER and PREORDER?",,
561680015578759196,wrdg,11/29/2022 5:22 PM,https://en.wikipedia.org/wiki/Tree_traversal,,
561680015578759196,wrdg,11/29/2022 5:24 PM,"level would be the level, rather than preorder which will follow the depth",,
379692574426005504,liquidrock,11/29/2022 5:33 PM,"For iterating over attachments only, I usually prefer `for (int i = 0; i < GetInventory().AttachmentCount(); i++)` with `GetInventory().GetAttachmentFromIndex(i)`",,
600793545594634241,kpro1982,11/29/2022 5:37 PM,Heresy! I never knew that optional semicolons was a thing.  I guess this is another way that enforce differs from c#...,,
391407882077339659,ondablock,11/29/2022 5:46 PM,did you ever have to do AVLs on paper? 😢 a blast from the past,,
561680015578759196,wrdg,11/29/2022 5:48 PM,this would definitely work better than what i posted :DogeKek:,,
585892620706775079,boomlay,11/29/2022 6:11 PM,"Seems like I can only get the number of slots with a wooden log inside, but not the total amount of wooden logs.
With @◣ ▲▼▲ (liquidrock) 's Solution I would also need to cast the attachment to get the quantity am I right? Wouldn't that be the same way I do it right now, except, that I search for a specific slot name?
Because my main problem is, that I can't reliably count the amount wooden logs. Maybe because the max quantity of a wooden log is 1, so need to get the quantity of the slot?",,
379692574426005504,liquidrock,11/29/2022 6:15 PM,"When the log is attached and your container slot config is setup correctly so that attached logs can stack higher, ItemBase::GetQuantity will do the right thing.",,
379692574426005504,liquidrock,11/29/2022 6:15 PM,See vanilla wooden plank for an example,,
379692574426005504,liquidrock,11/29/2022 6:16 PM,"Ah you're using vanilla slot, so should work fine",,
561680015578759196,wrdg,11/29/2022 6:18 PM,"```cs
int count;
for (int i = 0; i < GetInventory().AttachmentCount(); i++)
{
    WoodenLog log;
    if (WoodenLog.CastTo(log, GetInventory().GetAttachmentFromIndex(i)))
        count += log.GetQuantity();
}
```",,
585892620706775079,boomlay,11/29/2022 6:18 PM,"It works for 3 out of 4 slots... but what slot doesn't work, depends on what slot is the last one I filled.

I printed it to the script log `Print(""[ BL_LOGSTORAGE ] ---- This Slot Has "" + Log.GetQuantity().ToString() + "" wooden logs in it."" );`

And sometimes got ""1"" but I had 6 logs in the slot",,
379692574426005504,liquidrock,11/29/2022 6:20 PM,Delay the call to `CountLogs` with `GetGame().GetCallQueue(CALL_CATEGORY_SYSTEM).Call()` and see if that helps,,
379692574426005504,liquidrock,11/29/2022 6:22 PM,"~~Or move it to OnWasAttached instead of EEItemAttached~~ actually, ignore that last part",,
379692574426005504,liquidrock,11/29/2022 6:28 PM,"I'm pretty sure your problem is because combining items (which is what happens when you attach to a slot with existing item on it) involves client/server exchanging data, so EEItemAttached will fire on client before that exchange is complete.",,
220980493276020736,.gramps.,11/29/2022 6:43 PM,"what would be faster, item.ConfigGetBool(""canBeSplit""), or item.CanBeSplit()?",,
94225995581620224,itsatreee,11/29/2022 7:11 PM,At runtime id use the function `CanBeSplit` since it is set on startup,,
94225995581620224,itsatreee,11/29/2022 7:11 PM,Conceptually they are doing the same thing.,,
94225995581620224,itsatreee,11/29/2022 7:12 PM,When the item is created it calls the ConfigGetBool and sets the property m_CanThisBeSplit which is returned with CanBeSplit,,😎 (1)
561680015578759196,wrdg,11/29/2022 7:13 PM,reading from config is significantly slower than anything already handled in script,,
561680015578759196,wrdg,11/29/2022 7:14 PM,"`""canBeSplit""` is generally read upon item initialization, so that it can be used faster with `CanBeSplit()` later on",,😎 (1)
561680015578759196,wrdg,11/29/2022 7:16 PM,,https://cdn.discordapp.com/attachments/492295576470290433/1047214362152157345/image.png,
561680015578759196,wrdg,11/29/2022 7:16 PM,,https://cdn.discordapp.com/attachments/492295576470290433/1047214442556969040/image.png,
585892620706775079,boomlay,11/29/2022 7:23 PM,"Lol... I realised, that EEItemAttached or Detached only gets triggered, if a slot changes from empty to not empty or vice versa. But stacking items inside a slot doesn't trigger it.
And now it makes sense, that the last slot had always a quantity of ""1"".",,
585892620706775079,boomlay,11/29/2022 8:14 PM,"I choose the... in my eyes dirty way to get this to work... But if you or someone else has a better idea, I am all ears 😉 

```modded class WoodenLog
{
    override void OnWasAttached( EntityAI parent, int slot_id )
    {
        super.OnWasAttached(parent, slot_id);

        bl_logstorage m_LogStorage;

        if( bl_logstorage.CastTo(m_LogStorage, parent ) )
        {
            m_LogStorage.CountLogs();
        }
    }

    override void OnWasDetached( EntityAI parent, int slot_id )
    {
        super.OnWasAttached(parent, slot_id);

        bl_logstorage m_LogStorage;

        if( bl_logstorage.CastTo(m_LogStorage, parent ) )
        {
            m_LogStorage.CountLogs();
        }
    }

    override void OnQuantityChanged(float delta)
    {
        super.OnQuantityChanged( delta );

        bl_logstorage m_LogStorage;

        if( bl_logstorage.CastTo(m_LogStorage, GetHierarchyParent() ) )
        {
            m_LogStorage.CountLogs();
        }
    }
};```",,
585892620706775079,boomlay,11/29/2022 8:15 PM,"Unfortunately OnWasAttached or Detached works the same Way then EEItemAttached or Detached, so I had use OnQuantityChanged in addition.",,
192783578550108160,maloykun,11/29/2022 10:00 PM,"hello, is it possible to log player equipment? like what he has on him every lets say 30 mins or when the person logs out or something similar? so when the person dies because of some server issues you can check players equipment data and return to him.",,
561680015578759196,wrdg,11/29/2022 10:01 PM,"i'm writing a compensation system, which you can do via COT, VPPAT, or through a discord bot (optional and requires setup)",,
561680015578759196,wrdg,11/29/2022 10:03 PM,a brief of it was shown https://discord.com/channels/452035973786632194/492295610586759188/1045924744677048320,,
192783578550108160,maloykun,11/29/2022 10:06 PM,"ohhh thats so cool, still in development?",,
192783578550108160,maloykun,11/29/2022 10:06 PM,jesus thats amazing,,
561680015578759196,wrdg,11/29/2022 10:07 PM,"yes, because the base functionality will be a cog in a greater wheel of projects",,
94225995581620224,itsatreee,11/29/2022 10:18 PM,"```c
  string GetEquippedItems()
  {
    array<EntityAI> itemsArray = new array<EntityAI>;
    ItemBase item;
    GetInventory().EnumerateInventory(InventoryTraversalType.PREORDER, itemsArray);
        
    string itemString = """";
    for (int i = 0; i < itemsArray.Count(); i++)
    {
    Class.CastTo(item, itemsArray.Get(i));
      if (item && !item.IsInherited(SurvivorBase))
      {
        if (item.HasQuantity())
        {
          itemString = string.Format(""%1,%2x%3"", itemString, item.GetType(),item.GetQuantity());
        }
        else
        {
          itemString = string.Format(""%1,%2"", itemString, item.GetType());
        }
      }
    }
    return itemString;
  }
```
I wrote this helper function to create a string that is used to print to admin log when a player dies.",,
94225995581620224,itsatreee,11/29/2022 10:18 PM,I grabbed it from somewhere in vanilla i cant remember where,,
94225995581620224,itsatreee,11/29/2022 10:19 PM,"```c
override void EEKilled( Object killer )
{
    if ( m_AdminLog )
    {
      m_AdminLog.DirectAdminLogPrint(string.Format(""ADMIN HELPER::||%1"", GetEquippedItems()));
    }
    super.EEKilled( killer );
};
```",,
222711381210824704,quadley,11/30/2022 1:58 AM,"```override bool CanDisplayAttachmentCategory( string category_name )
    {
        if (  category_name == ""Inside""  )
        {
            return IsOpen();
        }
        else
        {
            return true;
        }
        
        return true;
    }```",,
222711381210824704,quadley,11/30/2022 2:00 AM,"i have 2 categories in guiinventoryattachmentsprops, ""Inside"" and ""Outside"". currently both are dependant on the door being open, but i only want ""inside"" to be affected, and ""outside"" to be always accessible.",,
222711381210824704,quadley,11/30/2022 2:01 AM,i'm sure i've had something like this working before but it's currently not cooperating so i figured i'd get another set of eyes on it,,
99298225999056896,cashewsan,11/30/2022 3:57 AM,"Running into an issue with a new InGameMenu layout, I can no longer respawn once I die, the respawn menu just does not come up and only fix is to exit game. Has anyone else run into this issue?",,
99298225999056896,cashewsan,11/30/2022 3:58 AM,"I know I posted this in scripting even though I mentioned layout, but it's more than likely scripting related",,
261933163733975049,rustic.,11/30/2022 6:27 AM,is there a limit to how many characters can be in an action?,,
665471546525220875,Zedmag#7576,11/30/2022 6:41 AM,what do you mean? players? Or text chars? like a string limit?,,
261933163733975049,rustic.,11/30/2022 6:48 AM,"i apologize, text chars. Like this

```
override string GetText()
{
    return ""Can i put like an extremely long thing here or is it limited to a certain amount of letters/numbers?"";
}```",,
665471546525220875,Zedmag#7576,11/30/2022 8:08 AM,"It depends on the display method. If the widget displaying it is so long, then that can only be displayed so long..",,
710161207125868655,therealkebablover,11/30/2022 12:58 PM,"was searching for some sorts of an ""steamid door interaction"" solution and found this topic here already.

maybe someone had any luck with this?

a mod that allows player to interact with a door if his steam id matches with the system?",,
688808139046256799,meesugoi,11/30/2022 1:09 PM,i have a problem with moving object using set position/orientation server-side,,
688808139046256799,meesugoi,11/30/2022 1:09 PM,the collision stays in the previous place for the client after moving it on the server side,,
536921929932603412,xamy9000,11/30/2022 1:24 PM,"That's doable, just match the steamid with building class, building coords and door id during onexecuteserver and call super if everything matches.",,
641390256897261598,sclowtonez,11/30/2022 2:16 PM,"How difficult would it be to make a player 2 player trader? Not the original P2p trader base, one that is player to player interaction. 

Like instead of check pulse it says trade player and you both can trade",,
641390256897261598,sclowtonez,11/30/2022 2:17 PM,"Like instead of traditional drop on the ground and pick up trade, it can be done via Ui kinda like RuneScape",,
763823649828372570,Villager#7377,11/30/2022 2:56 PM,"I created an item to delete at the end of aging, but this function has no effect
            ```GetGame().ObjectDelete(obj);```",,
196845794513518592,shaggoth,11/30/2022 3:37 PM,"Can't they just say to each other ""let's trade, dude"" and share items? :)",,🤣 (1)
196845794513518592,shaggoth,11/30/2022 3:38 PM,I'm probably missing the big picture,,
561680015578759196,wrdg,11/30/2022 3:40 PM,your main issue is going to be changing the inventory locations of the items and it sync properly,,
561680015578759196,wrdg,11/30/2022 6:24 PM,https://feedback.bistudio.com/T150488,https://cdn.discordapp.com/attachments/492295576470290433/1047563725533610015/image.png,
239723354657914880,maroonchy,11/30/2022 6:56 PM,"dope, thanks",,
662141488981082112,fromtheland86,11/30/2022 6:59 PM,"can I add multiple CropsType(s) to a class of plants ? For example : CropsType=""Crop1Name"",""Crop2Name"";",,
561680015578759196,wrdg,11/30/2022 7:01 PM,"no, it's only a single type",,
561680015578759196,wrdg,11/30/2022 7:02 PM,if you want to add randomness to harvesting. you can modify the script for `PlantBase`,,
561680015578759196,wrdg,11/30/2022 7:11 PM,"for example
```cs
modded class Plant_Cannabis
{
    protected array<string> m_Variants = 
    {
        ""Plant_Cannabis_Pineapple_Express"",
        ""Plant_Cannabis_Han_Solo_Burger"",
        ""Plant_Cannabis_Cat_Piss"",
        ""Plant_Cannabis_Alaskan_Thunder_Fuck"",
        ""Plant_Cannabis_Bio_Jesus""
        ""Plant_Cannabis""
    };

    // no super call as we need to reset 'm_CropsType'
    override void Harvest(PlayerBase player)
    {
        if (!IsSpoiled())
        {
            // set crop type upon harvesting only
            m_CropsType = m_Variants.GetRandomElement();
            for (int i = 0; i < m_CropsCount; i++)
            {
                vector pos = player.GetPosition();
                ItemBase item = ItemBase.Cast(GetGame().CreateObjectEx( m_CropsType, pos, ECE_PLACE_ON_SURFACE));
                item.SetQuantity(item.GetQuantityMax());
            }
        }
        
        GetGame().ConfigGetText(""CfgVehicles "" + GetType() + "" Horticulture CropsType"", m_CropsType); // reset
        m_HasCrops = false;

        SetSynchDirty();
        UpdatePlant();
    }
}
```",,
148370724900306944,jacob_mango,11/30/2022 7:34 PM,hitNormal is already working. What layers did you pass in?,,
239723354657914880,maroonchy,11/30/2022 7:50 PM,i don't quite remember...it was a while ago,,
239723354657914880,maroonchy,11/30/2022 7:50 PM,in one case i tried firegeom,,
239723354657914880,maroonchy,11/30/2022 7:51 PM,i think that's on raycastrv,,
239723354657914880,maroonchy,11/30/2022 7:51 PM,"i know bullet works a bit different, but either of them didn't prove to be too promising",,
148370724900306944,jacob_mango,11/30/2022 8:09 PM,I ask what layers you were using because I used it last month just fine with respect to hit normals aside from the hitObject issue,,
239723354657914880,maroonchy,11/30/2022 8:10 PM,which ones did you use?,,
