AuthorID,Author,Date,Content,Attachments,Reactions
221987164320301057,docbuddy,03/28/2022 8:49 PM,is it possible to move a fireplace that is attached to a BuildingWithFireplace class ?,,
227868533630042133,duduw,03/28/2022 9:11 PM,"hey guys, anyone knows the script to me add in my own mod to make an item best insulation or ""water proof""?",,
221987164320301057,docbuddy,03/28/2022 10:00 PM,"should be config side:      ```
varWetMax
heatIsolation```",,
238819256186175488,calms117,03/28/2022 10:01 PM,varWetMax=0,,
238819256186175488,calms117,03/28/2022 10:02 PM,heatIsolation=0.75,,
238819256186175488,calms117,03/28/2022 10:02 PM,Any higher than that and your character will start burning up with other best insulation gear,,
913864719423651921,TRDL#7416,03/28/2022 11:09 PM,"Tell me, which script is responsible for opening canned food without a knife? I want to create a script based on it that will replace one item with another while holding it in my hands.",,
389021593042681862,johnmclane666,03/28/2022 11:30 PM,"Exactly the same problem I had today. Get Position within constructor always returnEd 0,0,0 :-)... Took some time to figure that out. :-)",,
196845794513518592,shaggoth,03/28/2022 11:43 PM,"I have put 1.0 to NBC suit, bur could not be burned (",,
258678517955297283,smaccmodding,03/29/2022 1:12 AM,"Heyo! Working on modifying the condition in which a pistol can fire, i.e has to have a battery in it also. I got everything but preventing the fire working. Looks like the class I'm modifying doesn't do a thing, any clue what I could be doing wrong? (Test mod attached)

```
class TestGlock: Pistol_Base
{
    override bool CanFire() // Doesn't Work!
    {
        return false;
    }
}
```",https://cdn.discordapp.com/attachments/492295576470290433/958141509507616778/Testing.zip,
665471546525220875,Zedmag#7576,03/29/2022 2:22 AM,"Well like Ark said, it’s not initialized yet, but if you do a quick 100mil sec call later it gives it time to initialize and you can do anything you want to the object.",,
665471546525220875,Zedmag#7576,03/29/2022 2:23 AM,"With out looking at your test file since I’m mobile, I would say don’t make a test object and inherit it from pistal base, make a test object and inherit it from the vanilla object. There are a lot of back end conditions that look for the weapon and not always the ‘base’ class.",,
258678517955297283,smaccmodding,03/29/2022 2:24 AM,Smurt,,
258678517955297283,smaccmodding,03/29/2022 2:24 AM,Will take a look!,,
474231648842547210,cookie_commander,03/29/2022 3:03 AM,Does anyone know of an example of doing world space to screen space for UI? I want to create a UI widget on the position of an object.,,
135226527473336320,inclementdab,03/29/2022 3:10 AM,Editor,,👍 (1)
135226527473336320,inclementdab,03/29/2022 3:10 AM,markers,,
239057463146446848,¬Void#9487,03/29/2022 8:11 AM,"I had this problem too constructor does not return vector position, I used a calllater too and worked perfectly fine",,
665471546525220875,Zedmag#7576,03/29/2022 10:40 AM,yes my problem is I’m trying to return the pos of a static object that is a proxy.  And seems to only ever return the local pods offset to the parent. And I can never get the world pos or parent.,,
130616002210824192,lumberjack98,03/29/2022 11:29 AM,"can anybody help me with some basic modding 
trying to make a simple mod and written what i want but wont work when i start the server with the mod loaded it says requires addons blah blah blah 
or point me in the direction of some current resources/materials as i cant find much 
ping me in response",,
272245679013888011,marioe,03/29/2022 11:33 AM,What's wrong with EOnInit?,,
272245679013888011,marioe,03/29/2022 11:33 AM,That's exactly where you should do these kind of things at,,
173448803578281984,inkihh,03/29/2022 11:59 AM,"When writing the same file many times during server runtime, is it advisable to keep the FileHandle as a ref, and not Close() it during writes, and on each write check if it's still valid?",,
173448803578281984,inkihh,03/29/2022 12:00 PM,or rather always create a new handle and close it after each write?,,
389021593042681862,johnmclane666,03/29/2022 12:13 PM,"If i get all players like this...
```
    ref array<Man> players = new array<Man>;
    GetGame().GetPlayers(players);
``` 
How can i get the PlayerBase of a selected one out of them?",,
148370724900306944,jacob_mango,03/29/2022 12:13 PM,"bad ref :PepeLaugh: 

```
PlayerBase.Cast(players[0])
```",,
389021593042681862,johnmclane666,03/29/2022 12:16 PM,"why bad ref? 🙂

I was going through every one of them by
```
foreach(auto player : players)
{ 
    if (specialcondition){
        PlayerBase pb = PlayerBase.Cast(player);
        bp.GetName() // <<- which did not work
    }
}
```",,
295995523658285066,truedolphin,03/29/2022 12:20 PM,This,,
148370724900306944,jacob_mango,03/29/2022 12:22 PM,"If that is a member/global/static variable then it is fine. But if you are marking it as ref in a scope then the behaviour is undefined and not accounted for and you have to assume the worst will happen.

Refer to https://discord.com/channels/452035973786632194/509700819248218113/869880846935531550",,
389021593042681862,johnmclane666,03/29/2022 12:26 PM,"thx for the hint, i removed it there, works also without ref",,"🇷 (1),🇪 (1),🇫 (1),No (1)"
389021593042681862,johnmclane666,03/29/2022 12:37 PM,"But still... 
```
array<Man> players = new array<Man>;
GetGame().GetPlayers(players);

foreach(auto player : players)
{ 
    if (specialcondition){
        PlayerBase pb   = PlayerBase.Cast(player);
        float playerPos = player.GetPosition();         // <<- returns correct position of my player. this works.
        bp.GetName();                                   // <<- BUT THIS: returns empty string instead my player name ""jmc""
        bp.DealShock(2000);                             // <<- BUT THIS: does not apply any shock damage
    }
}
````
...think i am still missing/overseeing something?!",,
173448803578281984,inkihh,03/29/2022 12:41 PM,try bp.GetIdentity().GetName();,,
173448803578281984,inkihh,03/29/2022 12:41 PM,@JohnMcLane  (Benni),,
173448803578281984,inkihh,03/29/2022 12:43 PM,or rather do it in multiple steps,,
389021593042681862,johnmclane666,03/29/2022 12:43 PM,"ok, this works for the GetName()",,
173448803578281984,inkihh,03/29/2022 12:43 PM,"```
PlayerIdentity identity = bp.GetIdentity();
if(identity) {
  ...
```",,
389021593042681862,johnmclane666,03/29/2022 12:44 PM,but how to apply ShockDamage or other PlayerBase related stuff to the selected one?,,
389021593042681862,johnmclane666,03/29/2022 12:45 PM,I want to get use of the Sets/Gets from the selected playerbase player,,
173448803578281984,inkihh,03/29/2022 12:45 PM,try GiveShock(),,
173448803578281984,inkihh,03/29/2022 12:46 PM,there's also a ShockHandler,,
201441071505473537,milkshake._,03/29/2022 12:50 PM,anyone familiar with the proxy framework? i hit an issue when trying to implement spawning an item based on the object you have just searched.  The server side cant see the object but the client can not sure if this is limitation or i have done something wrong,,
389021593042681862,johnmclane666,03/29/2022 12:53 PM,ahh my fault... DealShock/GiveShock need negative values,,
